,WOB Verzoek,Onderwerp,Datum van binnenkomst,Datum van antwoord,"Aantal dagen 
in behandeling","Binnen de 
termijn afgehandeld",Omvang document (aantal pagina's),Volledig verstrekte documenten,Deels verstrekte documenten,Niet verstrekte documenten,"Aantal overwogen 
documenten","Aantal dagen nodig 
gehad per document",Soort aanvraag,Bijzonderheden,URL,Ministerie
63,24,Project Milieurisico bestrijdingsmiddelen en veterinaire stoffen in mest via effecten op de voedselketen voor weidevogels,2021-03-11,2021-07-20,131,Nee,367.0,,5 conceptrapporten,,5.0,26.2,"Verzoek om informatie over het onderzoek tussen het ministerie van Landbouw, Natuur en Voedselkwaliteit en Wageningen University Research (WUR) over het project Milieurisico bestrijdingsmiddelen en veterinaire stoffen in mest via effecten op de voedselketen voor weidevogels",Betreft beslissing op bezwaar,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/20/besluit-op-wob-verzoek-over-het-project-milieurisico-bestrijdingsmiddelen-en-veterinaire-stoffen-in-mest-via-effecten-op-de-voedselketen-voor-weidevogels,EZK
64,55,Financiële draagkracht Vermilion,2020-12-04,2021-04-23,140,Nee,64.0,,"14 mail(wisselingen)
10 adviesverzoeken
3 aanvragen
2 brieven","Niet verstrekt want reeds openbaar:
4 besluiten
5 Kamervragen
1 brief
1 omschrijving
1 verzoek
1 concessie",42.0,3.3333333333333335,Verzoek om informatie over de financiële draagkracht van het bedrijf Vermilion,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/04/23/besluit-wob-verzoek-financiele-draagkracht-vermilion,EZK
65,85,Verdeling van radiofrequenties,2020-07-31,2020-12-22,144,Nee,30.0,,4 mail(wisselingen),,4.0,36.0,Verzoek om informatie over de verdeling van radiofrequenties,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/12/22/besluit-op-wob-verzoek-over-verdeling-van-radiofrequenties,EZK
66,23,Afspraken tussen de Nederlandse overheid en Apple Inc,2021-02-23,2021-07-20,147,Nee,17.0,,"1 nota
2 verslagen
1 mail(wisseling)",,4.0,36.75,Verzoek om informatie over het (proces)dossier over een gasexplosie in relatie tot een wegenbouwbedrijf,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/20/besluit-op-wob-verzoek-over-afspraken-tussen-de-nederlandse-overheid-en-apple-inc,EZK
67,17,"Subsidiëring FEIST, Kapitaal Plaza en Compakboard",2021-03-16,2021-08-13,150,Nee,1604.0,,,,598.0,0.2508361204013378,"Verzoek om informatie over subsidiëring van FEIST NV, van Kapitaal Plaza BV en van Compakboard Holding BV",Betreft tweede deelbesluit,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/08/13/deelbesluit-2-op-wob-verzoek-over-subsidiering-feist-kapitaal-plaza-en-compakboard,EZK
68,52,Participatie in telecomdossier,2020-11-27,2021-04-28,152,Nee,204.0,"1 verslag
2 factsheets
1 brief
1 mail(wisseling)","36 mail(wisselingen)
2 verslagen
1 voorstel
2 opdrachten
1 toets
1 webinar
1 uitnodiging
1 begroting","Niet verstrekt op grond van WOB:
5 mail(wisselingen)
1 woordvoeringslijn
1 overzicht
1 toets
1 consultatieparagraaf
1 opdracht",46.0,3.3043478260869565,Verzoek om informatie over participatie in het telecomdossier,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/04/28/besluit-wob-verzoek-participatie-in-telecomdossier,EZK
69,93,Contacten overheid en bedrijfsleven (waaronder Shell),2020-06-18,2020-11-19,154,Nee,10.0,,3 nota's,,3.0,51.333333333333336,Verzoek om informatie over de contacten tussen de Nederlandse overheid en het bedrijfsleven zoals Shell over klimaatbeleid en de energietransitie,Betreft passages uit nota's,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/11/19/besluit-op-wob-verzoek-over-contacten-overheid-en-bedrijfsleven-waaronder-shell,EZK
70,89,Technology Readiness Level,2020-07-01,2020-12-04,156,Nee,10.0,2 informatiedocumenten,,,2.0,78.0,"Verzoek om informatie over de uitgaven en inkomsten aan innovaties, onderverdeeld in Technology Readiness Levels (TRLs)",,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/12/04/besluit-op-wob-verzoek-over-technology-readiness-levels,EZK
71,49,Correspondentie winningsplan 2018,2020-11-18,2021-04-29,162,Nee,198.0,"4 nota's
1 introductie","19 mail(wisselingen)
4 bijlagen","Niet verstrekt want reeds openbaar:
1 vergunning",29.0,5.586206896551724,Verzoek van om informatie over correspondentie tussen het ministerie van Economische Zaken en Klimaat (EZK) en zoutwinningsbedrijf Nedmag met betrekking tot het winningsplan 2018,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/04/29/wob-verzoek-over-correspondentie-winningsplan-2018,EZK
72,96,Verlening Toekomstfondskrediet Onderzoeksfaciliteiten,2020-05-26,2020-11-06,164,Nee,252.0,,"5 mail(wisselingen)
1 zienswijze
1 verklaring",,7.0,23.428571428571427,Verzoek om informatie over de verlening van een Toekomstfondskrediet Onderzoeksfaciliteiten aan Erasmus Medisch Centrum om de voorzieningen voor proefdieren en dierproeven te concentreren en te verbeteren,Betreft beslissing op bezwaar,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/11/06/beslissing-op-bezwaar-wob-besluit-verlening-toekomstfondskrediet-onderzoeksfaciliteiten,EZK
73,59,"Planvorming, bouw of exploitatie windturbines",2020-10-26,2021-04-12,168,Nee,367.0,"1 Q&A
1 brief
1 reactie","41 brieven
2 nota's
28 mail(wisselingen)
1 overleg
2 Q&A's
1 uitspraak","Niet verstrekt want reeds openbaar:
3 brieven
4 nota's
1 uitspraak

Niet verstrekt op grond van WOB:
11 mail(wisselingen)
1 inbreng
5 Q&A's",113.0,1.4867256637168142,"Verzoek om informatie over de planvorming, de bouw of de exploitatie van windturbines, alsook de bezwaren daartegen",,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/04/12/besluit-op-wob-verzoek-over-planvorming-bouw-of-exploitatie-windturbines,EZK
74,36,"Gasvelden Smitstede, De Bree en Leemdijk en Boergrup-Lombok en 
boorlocatie Wapse",2021-01-14,2021-07-02,169,Nee,283.0,,,,252.0,0.6706349206349206,"Verzoek om informatie over gasvelden Smitstede, De Bree en Leemdijk en Boergrup-Lombok en boorlocatie Wapse",Betreft een eerste deelbesluit,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/02/wob-verzoek-over-gasvelden-smitstede-de-bree-en-leemdijk-en-boergrup-lombok-en-boorlocatie-wapse,EZK
75,2,Veiling niet-landelijke commerciële FM-vergunningen,2021-05-12,2021-11-01,173,Nee,162.0,,"19 verzoeken tot intrekking
16 besluiten tot intrekking
1 brief",,36.0,4.805555555555555,Verzoek om afschriften van alle verzoeken tot intrekking en alle intrekkingsbesluiten over de voorwaardelijke veiling van niet-landelijke commerciële FM-vergunningen,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/11/01/besluit-wob-verzoek-veiling-niet-landelijke-commerciele-fm-vergunningen,EZK
76,19,Toegangsadvies ACM/Artikel 47-procedure PostNL-Sandd,2021-01-28,2021-07-30,183,Nee,455.0,,,,246.0,0.7439024390243902,Verzoek om documenten over de vergunningsaanvraag van PostNL op basis van artikel 47 van de Mededingingswet,Betreft een derde deelbesluit,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/30/deelbesluit-3-wob-verzoek-toegangsadvies-acm,EZK
77,10,Postdialoog,2021-02-22,2021-09-28,218,Nee,1423.0,,,,571.0,0.38178633975481613,Verzoek om informatie over de postdialoog,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/09/28/besluit-op-wob-verzoek-over-de-postdialoog,EZK
78,46,ENCO-rapport kernenergie,2020-10-01,2021-05-11,222,Nee,470.0,2 brieven,"149 mail(wisselingen)
3 brieven
1 rapport
4 nota's",,159.0,1.3962264150943395,Verzoek om informatie over correspondentie rondom het rapport van ENCO over kernenergie,Besluit beantwoord 3 vergelijkbare verzoeken,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/05/11/besluit-op-wob-verzoek-over-enco-rapport-kernenergie,EZK
79,62,"Correspondentie over 5 rapporten van het Planbureau voor de 
Leefomgeving",2020-07-17,2021-03-31,257,Nee,90.0,,,,912.0,0.2817982456140351,Verzoek om informatie over alle correspondentie over 5 rapporten van het Planbureau voor de Leefomgeving (PBL),,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/31/besluit-op-wob-verzoek-over-correspondentie-over-vijf-rapporten-van-het-planbureau-voor-de-leefomgeving-pbl,EZK
80,45,Besluitvorming rondom apotheekbereidingen,2020-09-03,2021-05-25,264,Nee,286.0,,"55 mail(wisselingen)
8 nota's
4 brieven
1 verslag
1 overleg","Niet verstrekt want reeds openbaar:
2 brieven
1 mail(wisseling)
1 bijlage 

Niet verstrekt op grond van WOB:
1 memo
1 brief",143.0,1.8461538461538463,Verzoek om informatie over de besluitvorming rondom apotheekbereidingen,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/05/25/besluit-op-wob-verzoek-over-besluitvorming-rondom-apotheekbereidingen,EZK
81,22,Procesdossier gasexplosie,2020-10-28,2021-07-22,267,Nee,379.0,,,,101.0,2.6435643564356437,Verzoek om informatie over het (proces)dossier over een gasexplosie in relatie tot een wegenbouwbedrijf,Inventarislijst ontbreekt,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/22/besluit-op-wob-verzoek-over-procesdossier-gasexplosie,EZK
82,94,Industriële uitstoters van broeikasgassen,2020-02-12,2020-11-17,279,Nee,67.0,1 brief,"16 mail(wisselingen)
2 brieven","Niet verstrekt want reeds openbaar:
1 advies",20.0,13.95,Verzoek om informatie over industriële uitstoters van broeikasgassen in Nederland,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/11/17/besluit-op-wob-verzoek-over-ode-bijdrage-industrie,EZK
83,70,Slimme meters en de PAMR-frequentie,2020-05-28,2021-03-17,293,Nee,798.0,"2 beleidsvoornemens
3 offerteaanvragen
2 rapporten","12 brieven
9 nota's
1 beleidsvoornemen
9 mail(wisselingen)
7 rapporten
1 onderzoek
1 verslag
1 agenda
1 memo","Niet verstrekt want reeds openbaar:
1 Kamerbrief

Niet verstrekt op grond van WOB:
1 rapport",51.0,5.745098039215686,Verzoek om informatie over slimme meters en de PAMR-frequentie,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/17/besluit-op-wob-verzoek-over-slimme-meters-en-de-pamr-frequentie,EZK
84,51,Zoutwinning,2020-07-07,2021-04-29,296,Nee,650.0,,,,362.0,0.8176795580110497,Verzoek om informatie over communicatie tussen het ministerie van Economische Zaken en Klimaat (EZK) en zoutwinningsbedrijf Nedmag in het kader van zoutwinning,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/04/29/besluit-op-wob-verzoek-over-zoutwinning,EZK
85,87,Graafschade en grondroeren,2020-02-18,2020-12-11,297,Nee,861.0,,,,481.0,0.6174636174636174,Verzoek om informatie over de uitvoering en handhaving van de Wet informatie-uitwisseling ondergrondse netten en de Wet informatie-uitwisseling bovengrondse en ondergrondse netten en netwerken. Het verzoek gaat ook over graafschade en grondroeren,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/12/11/besluit-wob-verzoek-graafschade-en-grondroeren,EZK
86,27,Overdracht examentaken Agentschap Telecom,2020-08-31,2021-07-15,318,Nee,86.0,,"3 verslagen
2 nota's
1 memo
2 reacties
1 Q&A 
1 voortgang onderzoek
1 concept notitie
1 toets","Niet verstrekt op grond van WOB:
2 memo's",14.0,22.714285714285715,"Verzoek om documenten over het elders onderbrengen van de examentaken van Agentschap Telecom voor het Basiscertificaat Marifonie, Marcom-A, Marcom-B, radiozendamateur Novice en radiozendamateur Full",,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/15/besluit-wob-verzoek-overdracht-examentaken-agentschap-telecom,EZK
87,48,Redding IHC Merwede,2020-06-22,2021-05-07,319,Nee,893.0,,,,346.0,0.9219653179190751,Verzoek om informatie over documenten die betrekking hebben op betrokkenheid van het ministerie van Economische Zaken en Klimaat  bij de reddingsoperatie van IHC,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/05/07/wob-verzoek-inzake-redding-ihc-merwede,EZK
88,12,Pelagische visserij,2020-10-08,2021-09-15,342,Nee,101.0,,"50 mail(wisselingen)
1 brief
1 nota","Niet verstrekt want reeds openbaar:
6 memo's
1 wetgeving
1 notitie
2 informatiedocumenten",67.0,5.104477611940299,Verzoek om informatie over externe contacten over pelagische visserij,Betreft een eerste deelbesluit,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/09/15/besluit-op-wob-verzoek-over-pelagische-visserij-deelbesluit-1,EZK
89,7,Contacten met het farmaceutisch bedrijfsleven,2020-10-16,2021-09-29,348,Nee,506.0,,,,148.0,2.3513513513513513,Verzoek om informatie over contacten met het farmaceutisch bedrijfsleven,Betreft beslissing op bezwaar,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/09/29/beslissing-op-bezwaar-op-besluit-op-wob-verzoek-over-contacten-met-het-farmaceutisch-bedrijfsleven,EZK
90,29,HRA-methodiek versterking Groningen,2020-07-16,2021-07-12,361,Nee,8.0,,62 mail(wisselingen),,62.0,5.82258064516129,Verzoek om informatie over de HRA-methodiek voor de versterkingsaanpak in Groningen,Betreft een aanvulling op beslissing op bezwaar,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/12/aanvulling-beslissing-op-bezwaar-2e-deelbesluit-wob-verzoek-hra-methodiek-versterking-groningen,EZK
91,78,Toepassen van Msw met betrekking tot het stelsel van Fosfaatrechten,2019-11-11,2021-02-01,448,Nee,324.0,"2 notities
1 artikel
1 verslag
1 wetsvoorstel","19 nota's
1 notitie
19 brieven
17 mail(wisselingen)
1 verzoek
2 memo's
1 verslag
1 rapport","Niet verstrekt want reeds openbaar:
4 brieven

Niet verstrekt op grond van WOB:
1 mail(wisseling)",70.0,6.4,Verzoek om informatie over het toepassen van artikel 38 van de meststoffenwet (Msw) met betrekking tot het stelsel van Fosfaatrechten,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/02/01/besluit-op-wob-verzoek-over-toepassen-van-msw-met-betrekking-tot-het-stelsel-van-fosfaatrechten,EZK
92,56,Website Iedereen doet wat,2019-12-04,2021-04-22,505,Nee,167.0,,"29 mail(wisselingen)
2 excelsheets
5 presentaties
2 rapporten
12 bijlagen
1 nota","Niet verstrekt want reeds openbaar:
1 presentatie
1 interview verslag",60.0,8.416666666666666,Verzoek om informatie over de consumptie van dierlijke producten met betrekking tot de website ‘Iedereen doet wat’,Betreft een tweede deelbesluit,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/04/22/2e-deelbesluit-wob-verzoek-website-iedereen-doet-wat,EZK
93,83,In Nederland gevestigde defensie- en veiligheidsgerelateerde industrie,2019-06-25,2020-12-30,554,Nee,653.0,,,,1168.0,0.4743150684931507,Verzoek om informatie over de in Nederland gevestigde defensie- en veiligheidsgerelateerde industrie van 1 januari 2013 tot 24 juni 2019,Betreft een eerste deelbesluit,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/12/30/besluit-op-wob-verzoek-over-in-nederland-gevestigde-defensie--en-veiligheidsgerelateerde-industrie,EZK
94,99,Aanwijzing netbeheerders,2019-03-15,2020-11-02,598,Nee,58.0,,"40 brieven
3 mail(wisselingen)","Niet verstrekt want reeds openbaar:
1 brief
1 mail(wisseling)
1 rapport
7 verslagen
3 besluiten

Niet verstrekt op grond van WOB:
1 rapport
5 brieven",53.0,11.283018867924529,Verzoek om informatie over de aanwijzing van netbeheerders (beheerders van elektriciteitsnetwerken),Betreft beslissing op bezwaar,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/11/02/beslissing-op-bezwaar-tegen-besluit-op-wob-verzoek-over-aanwijzing-netbeheerders,EZK
95,53,American Chamber of Commerce in the Netherlands ,2019-07-09,2021-04-26,657,Nee,940.0,,,,428.0,1.5350467289719627,Verzoek om documenten over The American Chamber of Commerce in the Netherlands,Betreft een tweede deelbesluit,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/04/26/besluit-wob-verzoek-over-american-chamber-of-commerce-netherlands-deel-2,EZK
96,25,Praktische uitvoering Urgenda-vonnis - IBO-CO2 en traject uitfasering kolencentrales (periode 2016),2019-07-10,2021-07-16,737,Nee,157.0,"1 Plan van Aanpak
2 overzichten","23 nota's
1 kernpunten (bijlage)
1 brief
4 notities
1 onderzoek
1 presentatie","Niet verstrekt want reeds openbaar:
6 rapporten
1 onderzoek
2 reacties
6 brieven
1 advies
1 verklaring
1 beoordeling
1 notitie

Niet verstrekt op grond van WOB:
1 reactie
6 nota's
1 aanbiedingsformulier
3 adviezen
1 analyse
2 redeneerlijnen
2 concept rapporten",120.0,6.141666666666667,"Verzoek om informatie over de praktische uitvoering Urgenda van het vonnis in de zogeheten Klimaatzaak. Het besluit is opgesplitst, dit deelbesluit gaat over het interdepartementale beleidsonderzoek (IBO) CO2 en traject uitfasering kolencentrales in de periode 2016",Betreft een eerste deelbesluit,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/16/deelbesluit-1-op-wob-verzoek-over-praktische-uitvoering-urgenda-vonnis---ibo-co2-en-traject-uitfasering-kolencentrales-periode-2016,EZK
0,94,Klacht medewerker ministerie van Financiën,2020-11-13,2020-12-23,40,Ja,3.0,,,"Niet verstrekt op grond van WOB:
1 mail(wisseling)",1.0,40.0,Verzoek om informatie over een ingediende klacht over een medewerker bij het ministerie van Financiën,Niet openbaar gemaakt omdat wordt geoordeeld dat het gaat om een personeelsvertrouwelijke kwestie,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/12/23/besluit-op-wob-verzoek-over-klacht-medewerker-ministerie-van-financien,FIN
1,4,Ecofin notulenverklaring,2021-08-16,2021-10-11,56,Ja,3.0,,,,0.0,,Verzoek om informatie over Ecofin notulenverklaring,"Verzoek is afgewezen bij gebrek aan documenten met de
gevraagde informatie ",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/10/11/besluit-op-wob-verzoek-over-ecofin,FIN
2,5,Correspondentie over Nedmag,2021-08-14,2021-10-11,58,Nee,3.0,,,,0.0,,Verzoek om de communicatie tussen het ministerie van Financiën en het ministerie van Economische Zaken en Klimaat over Nedmag in de periode van 1 april 2018 tot 1 augustus 2021,"Verzoek is afgewezen bij gebrek aan documenten met de
gevraagde informatie 

Beslistermijn verdaagd tot 13-10-2021",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/10/11/besluit-wob-verzoek-correspondentie-over-nedmag,FIN
3,40,De heer Omtzigt,2021-04-14,2021-07-14,91,Nee,3.0,,,,0.0,,"Verzoek om informatie over de heer Pieter Omtzigt (hierna: Dhr. Omtzigt) in relatie tot een functie elders, al dan niet de Europese Rekenkamer","Verzoek is afgewezen bij afwezigheid van de
gevraagde informatie ",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/07/14/besluit-op-wob-verzoek-over-de-heer-omtzigt,FIN
4,9,Frankeerwaarde Guldenpostzegels A,2021-06-25,2021-09-29,96,Nee,3.0,,,,0.0,,Verzoek om informatie over frankeergeldigheid van Guldenpostzegels,"Verzoek is afgewezen bij gebrek aan documenten met de gevraagde informatie

De wettelijke termijn is alsnog overschreden",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/09/29/besluit-wob-verzoek-over-frankeerwaarde-guldenpostzegels-a,FIN
5,71,Voordracht reparatiebesluit Wft,2021-03-05,2021-03-18,13,Ja,4.0,,1 voordracht,,1.0,13.0,Verzoek om openbaarmaking van de voordracht bij het reparatiebesluit Wft,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/18/besluit-op-wob-verzoek-over-voordracht-reparatiebesluit-wft,FIN
6,66,Opleidingen 30%-regeling,2021-03-12,2021-03-29,17,Ja,4.0,1 rekenblad,,,1.0,17.0,Verzoek om informatie over de opleidingen die voor de toepassing van de 30%-regeling worden aanvaard en opleidingen waarvoor een zogeheten Nuffic-aanvraag nodig is,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/03/29/besluit-wob-verzoek-opleidingen-30-procent-regeling,FIN
7,61,Internetconsultaties Belasting op luchtvaart en CO2- heffing industrie,2021-02-09,2021-04-08,58,Nee,4.0,,,,0.0,,"Verzoek om informatie over Internetconsultaties ""Belasting op Luchtvaart"" en ""Wet CO2-heffing industrie""",Verzoek afgewezen op grond van het belang van de Rijksoverheid bij anonieme consultaties,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/04/08/besluit-op-wob-verzoek-over-internetconsultaties-belasting-op-luchtvaart-en-co2--heffing-industrie,FIN
8,104,Concept-rapport 'Als de prooi de jager vangt',2020-09-23,2020-12-01,69,Nee,4.0,,,"Niet verstrekt op grond van WOB:
1 concept rapport",1.0,69.0,Verzoek om openbaarmaking van het concept-rapport 'Als de prooi de jager vangt',Besloten om het rapport niet openbaar te maken omdat de auteurs niet instemmen met openbaarmaking,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/12/01/besluit-op-wob-verzoek-over-concept-rapport-als-de-prooi-de-jager-vangt,FIN
9,65,Dienstonderdeel Zeer Vermogende Personen van de Belastingdienst,2020-11-27,2021-04-01,125,Nee,4.0,,,,0.0,,Verzoek om informatie over dienstonderdeel 'Zeer Vermogende Particulieren' van de Belastingdienst,Een aantal vragen wordt beantwoord in de besluitbrief,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/04/01/besluit-op-wob-verzoek-over-dienstonderdeel-zeer-vermogende-personen-van-de-belastingdienst,FIN
10,63,Artikelen buiten de raamovereenkomst,2021-02-11,2021-04-07,55,Ja,5.0,,1 overzicht,,1.0,55.0,Verzoek om informatie over representatieartikelen welke vanaf 1 juli 2018 tot 11 februari 2021 zijn ingekocht bij het Ministerie van Financiën die buiten de raamovereenkomst vallen,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/04/07/besluit-op-wob-verzoek-over-artikelen-buiten-de-raamovereenkomst,FIN
11,56,Conceptrapport 'Als de prooi de jager pakt',2021-02-10,2021-04-23,72,Nee,5.0,,,"Niet verstrekt op grond van WOB:
1 concept rapport",1.0,72.0,Verzoek om de openbaarmaking van de conceptversie van het rapport ‘Als de prooi de jager pakt',"Betreft een beslissing op bezwaar

Bezwaar word (deels) gegrond verklaard, maar d beslissing blijft ongewijzigd",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/04/23/beslissing-op-bezwaar-tegen-besluit-op-wob-verzoek-over-conceptrapport-als-de-prooi-de-jager-pakt,FIN
12,103,Eindejaarsuitkering en loongiftegegevens,2020-08-21,2020-12-01,102,Nee,5.0,2 FAQs,,,2.0,51.0,Verzoek om informatie over de eindejaarsuitkering en loongiftegegevens,Voor verder antwoord op de gestelde vragen wordt verwezen naar een aantal sites,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/12/01/beslissing-op-wob-verzoek-over-de-eindejaarsuitkering-en-loongiftegegevens,FIN
13,26,Dwangsommen Wob Financiën,2021-04-22,2021-08-20,120,Nee,5.0,2 tabellen,,,0.0,,Verzoek om informatie over de door de minister van Financiën verbeurde en betaalde dwangsommen in het kader van de Wet openbaarheid van bestuur (Wob),"Geen documenten openbaar gemaakt, wel is een deel van de gevraagde informatie verstrekt in de vorm van een aantal tabellen",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/08/20/besluit-wob-verzoek-dwangsommen-wob-financien,FIN
14,110,Matiging invordering eigen bijdrage kinderopvangtoeslag,2020-07-03,2020-11-10,130,Nee,5.0,,"2 notities
1 verslag
2 memo's",,5.0,26.0,Verzoek om documenten over de matiging van de invordering omtrent de eigen bijdrage kinderopvangtoeslag,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/11/10/wob-besluit-inzake-matiging-invordering-eigen-bijdrage-kinderopvangtoeslag,FIN
15,31,Scientology,2021-03-29,2021-08-09,133,Nee,5.0,,1 notitie,,7.0,19.0,Verzoek om documenten over Scientology,"Beslistermijn met vier weken verdaagd tot 24 mei 2021

Wettelijke termijn is ook na verdaging overschreden",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/08/09/besluit-wob-verzoek-over-scientology,FIN
16,80,Aanvragen zorgtoeslag arbeidsmigranten door intermediairs,2020-10-05,2021-02-11,129,Nee,7.0,"1 afsprakendocument format
1 werkflow tabel
1 processchets 
1 tabel met relevante datums
1 module 
1 aanmeldformulier","1 notitie
8 convenanten
2 bijlagen business case
8 verslagen
1 memo
15 mail(wisselingen)
1 agenda
1 procesontwerp
1 bericht website","Niet verstrekt want reeds openbaar:
1 beantwoording vragen

Niet verstrekt op grond van WOB:
2 formats
3 presentaties
2 afsprakendocumenten
2 convenanten
5 mail(wisselingen)",59.0,2.1864406779661016,"Verzoek om documenten over uitzendbureaus, zorgverzekeraars, (buitenlandse) adviesbureaus en andere partijen die zich bezighouden met het aanvragen en stopzetten van zorgtoeslagen voor arbeidsmigranten",Bijlagen ontbreken,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/02/11/besluit-wob-verzoek-aanvragen-zorgtoeslag-arbeidsmigranten-door-intermediairs,FIN
17,117,ABN Amro en haar rechtsvoorgangers,2020-03-10,2020-10-14,218,Nee,7.0,,"1 organogram
1 analyse project",,2.0,109.0,"Verzoek om informatie over het document ‘Private Equity’ met betrekking tot ABN Amro en haar rechtsvoorgangers, verscheidene offshore locaties in Delaware en entiteiten",,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2020/10/14/besluit-op-wob-verzoek-over-abn-amro-en-haar-rechtsvoorgangers,FIN
18,91,Vennootschapsbelastingplicht voor overheidslichamen,2020-06-10,2021-01-19,223,Nee,7.0,,1 brief,,1.0,223.0,Verzoek om openbaarmaking van documenten die betrekking hebben op vennootschapsbelastingplicht voor overheidslichamen,"Geen inventarislijst bijgevoegd

Geen exacte getallen voor overwogen documenten",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/01/19/besluit-op-wob-verzoek-over-vennootschapsbelastingplicht-voor-overheidslichamen,FIN
19,44,Handelsstromen van reeks producten vanuit reeks van landen naar en via Nederland,2020-09-15,2021-06-15,273,Nee,7.0,,1 excelsheet profielopdrachten,,1.0,273.0,Verzoek om informatie over handelsstromen van 14 landen en diverse producten over de tijdsperiode vanaf 1 mei 2018 tot en met heden,Veel van de gevraagde gegevens vallen onder het beroepsgeheim Douane,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/06/15/besluit-op-wob-verzoek-over-handelsstromen-van-reeks-producten-vanuit-reeks-van-landen-naar-en-via-nederland,FIN
20,17,Software voor het doen van aangifte voor de inkomstenbelasting,2020-10-28,2021-09-09,316,Nee,7.0,,1 notulen,,1.0,316.0,Verzoek om een document waarin informatie is vastgelegd over de software voor het doen van aangifte voor de inkomstenbelasting,"Betreft een beslissing op een bezwaarschrift

Beslistermijn in overleg met aanvrager verdaagd tot 1-6-2021",https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/09/09/beslissing-op-een-bezwaarschrift,FIN
21,50,Fysiek horen van belanghebbenden die bezwaar willen maken tegen een belastingaanslag,2021-03-26,2021-05-17,52,Ja,8.0,,"1 verslag
1 memo",,2.0,26.0,Verzoek om informatie over het fysiek horen van belanghebbenden die bezwaar willen maken tegen een belastingaanslag,,https://www.rijksoverheid.nl/documenten/wob-verzoeken/2021/05/17/wob-verzoek-over-fysiek-horen-van-belanghebbenden-die-bezwaar-willen-maken-tegen-een-belastingaanslag,FIN
